Pos.,Song,Artist,LINK SPOTON,LINK SPOTIFY,ID,30s-Preview,BPM,KEY,MODE,DANCEABILITY,ENERGY,VALENCE,ACOUSTICNESS,INSTRUMENTALNESS,SPEECHINESS,LIVENESS
12,Solo,Future,http://www.spotontrack.com/track/solo/9935230,https://open.spotify.com/track/73grS4MZ4rHwa7CJOihO73,73grS4MZ4rHwa7CJOihO73,https://p.scdn.co/mp3-preview/23dff11b66f12e28820da9cb0074d3ddb71e9c0b?cid=null,  110.96400000,  F,  Minor,  78%,  49%,  9%,  5%,  50%,  5%,  10%
13,iSpy (feat. Lil Yachty),Kyle,http://www.spotontrack.com/track/ispy-feat-lil-yachty/8892283,https://open.spotify.com/track/2EEeOnHehOozLq4aS0n6SL,2EEeOnHehOozLq4aS0n6SL,https://p.scdn.co/mp3-preview/c4f8b370f963c3fd8f7b6e4064b177711bb7daf7?cid=null,  75.01600000,  G,  Major,  75%,  65%,  66%,  38%,  0%,  29%,  23%
14,One Last Time,Ariana Grande,http://www.spotontrack.com/track/one-last-time/151411,https://open.spotify.com/track/7xoUc6faLbCqZO6fQEYprd,7xoUc6faLbCqZO6fQEYprd,,  125.02600000,  G#,  Major,  63%,  59%,  9%,  9%,  0%,  3%,  10%
15,Want Her,DJ Mustard,http://www.spotontrack.com/track/want-her/11594853,https://open.spotify.com/track/3sdDgcU2XvO8EwkUsIe7VW,3sdDgcU2XvO8EwkUsIe7VW,,  101.02900000,  F,  Minor,  83%,  62%,  40%,  7%,  0%,  5%,  11%
16,Timeless (DJ SPINKING),A Boogie Wit da Hoodie,http://www.spotontrack.com/track/timeless/3703924,https://open.spotify.com/track/0q5DrtpnnGpOvBy5nnPMbe,0q5DrtpnnGpOvBy5nnPMbe,https://p.scdn.co/mp3-preview/68b35d79b3731d2457ffbe164f3dae6eb44911f1?cid=null,  180.12200000,  F,  Minor,  57%,  76%,  32%,  26%,  0%,  48%,  7%
17,Pull Up Wit Ah Stick (feat. Loso Loaded),SahBabii,http://www.spotontrack.com/track/pull-up-wit-ah-stick-feat-loso-loaded/16198098,https://open.spotify.com/track/54VYxYYV1kGkVKYOZVzuDD,54VYxYYV1kGkVKYOZVzuDD,https://p.scdn.co/mp3-preview/fb3728a85fd5e35c10730ff037f456ae8ee47d06?cid=null,  80.51700000,  C#,  Major,  75%,  62%,  40%,  9%,  0%,  9%,  11%
18,RAF,A$AP Mob,http://www.spotontrack.com/track/raf/23719928,https://open.spotify.com/track/6kl1qtQXQsFiIWRBK24Cfp,6kl1qtQXQsFiIWRBK24Cfp,https://p.scdn.co/mp3-preview/69215b8c6d34cda5f67f8e5f94d4d565fa5ecebb?cid=null,  134.01100000,  G#,  Minor,  85%,  65%,  24%,  48%,  0%,  23%,  11%
19,#LilYachtysTeenParty,Various Artists,http://www.spotontrack.com/track/lilyachtysteenparty/23852513,https://open.spotify.com/track/7buviVjoP4a27HlszLwdPV,7buviVjoP4a27HlszLwdPV,https://p.scdn.co/mp3-preview/e8383fd4763eca1fcede13955d185e17cde8360d?cid=null,  123.81000000,  F#,  Minor,  41%,  71%,  49%,  91%,  0%,  11%,  19%
20,Bring It Back,Lil Yachty,http://www.spotontrack.com/track/bring-it-back/23763323,https://open.spotify.com/track/5Qq9LpXyvpU1IcQrMijST4,5Qq9LpXyvpU1IcQrMijST4,,  95.06800000,  F#,  Minor,  70%,  64%,  28%,  12%,  0%,  12%,  10%
21,untitled 02 | 06.23.2014.,Kendrick Lamar,http://www.spotontrack.com/track/untitled-02-06-23-2014/1419,https://open.spotify.com/track/3I0FBDc1c1BLNtXWKVjmFg,3I0FBDc1c1BLNtXWKVjmFg,,  85.34900000,  F,  Major,  53%,  51%,  10%,  34%,  0%,  52%,  65%
22,first take,Travis Scott,http://www.spotontrack.com/track/first-take/2132093,https://open.spotify.com/track/6wwruKU956ldDyz55DZTt1,6wwruKU956ldDyz55DZTt1,https://p.scdn.co/mp3-preview/004690b9bd9de288991673b4872df3dd745787c2?cid=null,  71.31300000,  G,  Major,  42%,  54%,  9%,  2%,  0%,  16%,  10%
23,Glow,Drake,http://www.spotontrack.com/track/glow/12793038,https://open.spotify.com/track/28irpKCCK9nn9DZSik2zEx,28irpKCCK9nn9DZSik2zEx,,  162.03900000,  C,  Major,  67%,  39%,  38%,  23%,  0%,  38%,  70%
24,"Kick, Push",Lupe Fiasco,http://www.spotontrack.com/track/kick-push/176115,https://open.spotify.com/track/6nz35DNIzbtj5ztpDEcW1j,6nz35DNIzbtj5ztpDEcW1j,https://p.scdn.co/mp3-preview/1b89a31c32a23275902865f7c9877a5657690943?cid=null,  94.78600000,  F,  Major,  65%,  81%,  51%,  16%,  0%,  17%,  18%
25,Doin' it Right,Daft Punk,http://www.spotontrack.com/track/doin-it-right/24912,https://open.spotify.com/track/36c4JohayB9qd64eidQMBi,36c4JohayB9qd64eidQMBi,https://p.scdn.co/mp3-preview/009b72b43f6462c954d37501fe54439f37f2ef59?cid=null,  178.06100000,  F#,  Major,  80%,  45%,  20%,  39%,  0%,  9%,  9%
26,wokeuplikethis*,Playboi Carti,http://www.spotontrack.com/track/wokeuplikethis/17722322,https://open.spotify.com/track/59J5nzL1KniFHnU120dQzt,59J5nzL1KniFHnU120dQzt,,  78.47500000,  G#,  Major,  79%,  62%,  48%,  1%,  0%,  25%,  15%
27,Broccoli,D.R.A.M.,http://www.spotontrack.com/track/broccoli/241569,https://open.spotify.com/track/0qy5D3OJre7SPJNMOL9I71,0qy5D3OJre7SPJNMOL9I71,https://p.scdn.co/mp3-preview/4858b2a71d5c356c88960cef3e09923e01365631?cid=null,  145.99000000,  G#,  Major,  89%,  53%,  71%,  24%,  0%,  13%,  6%
28,High And Low,Empire of the Sun,http://www.spotontrack.com/track/high-and-low/3702570,https://open.spotify.com/track/2Q7PDjPz7h559wBF97lO07,2Q7PDjPz7h559wBF97lO07,,  126.92300000,  C#,  Major,  52%,  77%,  30%,  2%,  0%,  4%,  9%
29,Portland,Drake,http://www.spotontrack.com/track/portland/12793031,https://open.spotify.com/track/2bjwRfXMk4uRgOD9IBYl9h,2bjwRfXMk4uRgOD9IBYl9h,,  136.08300000,  C#,  Major,  93%,  43%,  31%,  1%,  0%,  24%,  26%
30,#LilYachtysTeenParty,Various Artists,http://www.spotontrack.com/track/lilyachtysteenparty/23852514,https://open.spotify.com/track/2AzYRJjccQ93Qd9mH1DZdt,2AzYRJjccQ93Qd9mH1DZdt,https://p.scdn.co/mp3-preview/d79cd6c0c012b7672565e42636b4c4c7ee5d28d8?cid=null,  191.85000000,  A,  Major,  46%,  32%,  50%,  99%,  0%,  23%,  10%
31,Say My Name,Lil Yachty,http://www.spotontrack.com/track/say-my-name/23763315,https://open.spotify.com/track/7EpKuqnSkQGLEbVT1rttiR,7EpKuqnSkQGLEbVT1rttiR,,  144.07200000,  A#,  Minor,  80%,  54%,  16%,  8%,  0%,  33%,  11%
32,Intro,Migos,http://www.spotontrack.com/track/intro/19664576,https://open.spotify.com/track/2obTfCggeLupYFMBHGW6Nj,2obTfCggeLupYFMBHGW6Nj,https://p.scdn.co/mp3-preview/838ddd35e287e217c8c6c58ab0e8160c2d514c5f?cid=null,  147.99600000,  A,  Major,  81%,  35%,  24%,  42%,  0%,  49%,  23%
33,Good Drank,2 Chainz,http://www.spotontrack.com/track/good-drank/7213093,https://open.spotify.com/track/6aRlUgqcLgrxQE3RMngjN5,6aRlUgqcLgrxQE3RMngjN5,,  130.07400000,  B,  Minor,  81%,  76%,  36%,  28%,  0%,  28%,  11%
34,U Aint Never,Kodak Black,http://www.spotontrack.com/track/u-aint-never/14935336,https://open.spotify.com/track/6scsBF1tws6Dg8VL3Xu5bS,6scsBF1tws6Dg8VL3Xu5bS,https://p.scdn.co/mp3-preview/15228b7ff738e391fd9d7723a51b7f68a655646a?cid=null,  139.93700000,  C,  Minor,  85%,  52%,  37%,  9%,  0%,  33%,  8%
35,Best to You,Blood Orange,http://www.spotontrack.com/track/best-to-you/1037912,https://open.spotify.com/track/1p2TWJxUlHE5JR0sE6E1d7,1p2TWJxUlHE5JR0sE6E1d7,https://p.scdn.co/mp3-preview/4130b697210af42e4849ca9eae8ed87be467112d?cid=null,  125.01500000,  C,  Major,  66%,  79%,  35%,  18%,  0%,  4%,  72%
36,Solo,Frank Ocean,http://www.spotontrack.com/track/solo/6355374,https://open.spotify.com/track/35xSkNIXi504fcEwz9USRB,35xSkNIXi504fcEwz9USRB,https://p.scdn.co/mp3-preview/44b018025d71c874bd4c18088513b2e7e5a604c6?cid=null,  124.02700000,  F,  Minor,  44%,  29%,  24%,  85%,  0%,  4%,  16%
