Pos.,Song,Artist,LINK SPOTON,LINK SPOTIFY,ID,30s-Preview,BPM,KEY,MODE,DANCEABILITY,ENERGY,VALENCE,ACOUSTICNESS,INSTRUMENTALNESS,SPEECHINESS,LIVENESS
11,If You Ever Wanna Be In Love - James Bay Spotify Session 2015,James Bay,http://www.spotontrack.com/track/if-you-ever-wanna-be-in-love-james-bay-spotify-session-2015/498401,https://open.spotify.com/track/359lSGQwvAM3aZA5UNwqiQ,359lSGQwvAM3aZA5UNwqiQ,,  117.62200000,  B,  Major,  68%,  32%,  34%,  91%,  0%,  4%,  71%
12,The Great Unknown,Mighty Oaks,http://www.spotontrack.com/track/the-great-unknown/13480662,https://open.spotify.com/track/7CeJuYHjC7wmtwMWBDKcvV,7CeJuYHjC7wmtwMWBDKcvV,,  170.02600000,  C,  Minor,  48%,  53%,  38%,  33%,  0%,  4%,  16%
13,Cold Little Heart - Radio Edit,Michael Kiwanuka,http://www.spotontrack.com/track/cold-little-heart-radio-edit/10343500,https://open.spotify.com/track/7KX65PC1UZuImsUInThbav,7KX65PC1UZuImsUInThbav,,  110.22700000,  G,  Minor,  63%,  57%,  65%,  31%,  0%,  3%,  42%
14,Nothing Arrived - Live from Spotify London,Villagers,http://www.spotontrack.com/track/nothing-arrived-live-from-spotify-london/217038,https://open.spotify.com/track/4JKHACLkotsxdKNF9vJYOS,4JKHACLkotsxdKNF9vJYOS,,  102.71300000,  G,  Major,  58%,  42%,  41%,  93%,  0%,  4%,  67%
15,Georgia,Vance Joy,http://www.spotontrack.com/track/georgia/1194,https://open.spotify.com/track/6Fha6tXHkL3r9m9nNqQG8p,6Fha6tXHkL3r9m9nNqQG8p,https://p.scdn.co/mp3-preview/56b0ed77bb0313edab50d2e62589fe7187de254a?cid=null,  143.55400000,  B,  Major,  39%,  66%,  39%,  31%,  0%,  3%,  9%
16,Notion,Tash Sultana,http://www.spotontrack.com/track/notion/6826329,https://open.spotify.com/track/6qUcJCdjOi2OtSMBSvR3Vb,6qUcJCdjOi2OtSMBSvR3Vb,https://p.scdn.co/mp3-preview/bf666f4b4732c5e597d2c609dd102f7e80d57403?cid=null,  60.04200000,  E,  Minor,  35%,  41%,  7%,  39%,  1%,  3%,  19%
17,James,Sam Brookes,http://www.spotontrack.com/track/james/595621,https://open.spotify.com/track/64PvmmEK0qTUaVUVvrYR7W,64PvmmEK0qTUaVUVvrYR7W,https://p.scdn.co/mp3-preview/1e17f57370ada5050053735777d5a71bbd5e29c6?cid=null,  86.78500000,  C,  Major,  58%,  45%,  34%,  64%,  0%,  5%,  27%
18,After Rain,Dermot Kennedy,http://www.spotontrack.com/track/after-rain/244135,https://open.spotify.com/track/3XzLC1TU451F0nPiJitk49,3XzLC1TU451F0nPiJitk49,https://p.scdn.co/mp3-preview/dbed2c3a30d234b31dca2ce7383d4966e6e6331e?cid=null,  132.40400000,  B,  Minor,  48%,  42%,  31%,  51%,  0%,  3%,  11%
19,Stay Alive,José González,http://www.spotontrack.com/track/stay-alive/510645,https://open.spotify.com/track/0ZNYGrmcehorhh9JOeg5Iv,0ZNYGrmcehorhh9JOeg5Iv,,  129.99900000,  F#,  Major,  72%,  30%,  34%,  74%,  16%,  4%,  9%
20,Holocene,Bon Iver,http://www.spotontrack.com/track/holocene/385778,https://open.spotify.com/track/4fbvXwMTXPWaFyaMWUm9CR,4fbvXwMTXPWaFyaMWUm9CR,https://p.scdn.co/mp3-preview/a07bbe36e9ce8fc15114becac8876d3a20517cf2?cid=null,  147.98900000,  C#,  Major,  38%,  30%,  15%,  94%,  30%,  3%,  13%
21,Spirit Cold,Tall Heights,http://www.spotontrack.com/track/spirit-cold/1834905,https://open.spotify.com/track/1vG6jMgSoqT3zG9tuDrL2E,1vG6jMgSoqT3zG9tuDrL2E,https://p.scdn.co/mp3-preview/b8470d1a377c18d7f6f068184cf25b9603b24c18?cid=null,  78.24700000,  B,  Major,  43%,  66%,  36%,  21%,  1%,  3%,  18%
22,Slow And Steady,Of Monsters and Men,http://www.spotontrack.com/track/slow-and-steady/64344,https://open.spotify.com/track/2PfnAaQIMwHPvmda8MG5jm,2PfnAaQIMwHPvmda8MG5jm,,  116.53500000,  B,  Major,  32%,  81%,  40%,  2%,  13%,  6%,  40%
23,Petals,Bibio,http://www.spotontrack.com/track/petals/252873,https://open.spotify.com/track/1TVd8FHpeg1Afa92kaO0kR,1TVd8FHpeg1Afa92kaO0kR,https://p.scdn.co/mp3-preview/5e1ff5772c07c211284b82c5912ad7131d6b77fe?cid=null,  152.20500000,  A,  Minor,  36%,  29%,  22%,  91%,  0%,  3%,  11%
24,River,Leon Bridges,http://www.spotontrack.com/track/river/7017,https://open.spotify.com/track/0NeJjNlprGfZpeX2LQuN6c,0NeJjNlprGfZpeX2LQuN6c,https://p.scdn.co/mp3-preview/3a8497767824cf218a9b5247c3c17b526cede1a8?cid=null,  128.12800000,  G#,  Major,  66%,  18%,  20%,  69%,  0%,  4%,  17%
25,Foreign Hands,George Ogilvie,http://www.spotontrack.com/track/foreign-hands/9243331,https://open.spotify.com/track/3nnXAqJVpdiwYKAXFBpnlG,3nnXAqJVpdiwYKAXFBpnlG,https://p.scdn.co/mp3-preview/d0f335bbc1087a53825877e06784a49a852163e1?cid=null,  140.99600000,  D#,  Minor,  68%,  54%,  37%,  37%,  0%,  3%,  11%
26,Even The Darkness Has Arms,The Barr Brothers,http://www.spotontrack.com/track/even-the-darkness-has-arms/75679,https://open.spotify.com/track/1NCAKlp1bFHYbSSDQxfbJ1,1NCAKlp1bFHYbSSDQxfbJ1,,  101.27500000,  B,  Major,  51%,  66%,  74%,  81%,  18%,  4%,  29%
27,Cherry Wine - Live,Hozier,http://www.spotontrack.com/track/cherry-wine-live/1762,https://open.spotify.com/track/0bZ52QzCCKfrfOqs7za6lI,0bZ52QzCCKfrfOqs7za6lI,https://p.scdn.co/mp3-preview/00c7c209d38c0554af709bb7ee693a89e092cc0a?cid=null,  81.87600000,  C#,  Major,  42%,  11%,  22%,  95%,  0%,  4%,  10%
28,There Will Be Time,Mumford & Sons,http://www.spotontrack.com/track/there-will-be-time/251083,https://open.spotify.com/track/5DVKKqwLGjvK9ojz3zLjB7,5DVKKqwLGjvK9ojz3zLjB7,,  74.98300000,  C#,  Minor,  51%,  71%,  20%,  1%,  0%,  5%,  9%
29,Angela (Single Version),The Lumineers,http://www.spotontrack.com/track/angela-single-version/9943050,https://open.spotify.com/track/5kGBSOrKYmhRfdPBw4xD8D,5kGBSOrKYmhRfdPBw4xD8D,https://p.scdn.co/mp3-preview/48d7c3a3dd7882641fb1d64e8c115e40c39d445b?cid=null,  130.30800000,  E,  Major,  65%,  60%,  27%,  63%,  0%,  3%,  17%
30,Heavy,Birdtalker,http://www.spotontrack.com/track/heavy/916498,https://open.spotify.com/track/2RmH5VLkfdILc6wTK1LWkH,2RmH5VLkfdILc6wTK1LWkH,https://p.scdn.co/mp3-preview/d1b72d3e82c96fce0489e68277f025c164f14432?cid=null,  77.92600000,  F,  Major,  61%,  55%,  26%,  29%,  0%,  5%,  14%
31,Changes,Langhorne Slim,http://www.spotontrack.com/track/changes/595634,https://open.spotify.com/track/0gKiONJeEtwb3hps4sUgyn,0gKiONJeEtwb3hps4sUgyn,https://p.scdn.co/mp3-preview/99f36b917f9d653225b0998f9a6106005cc4f1d6?cid=null,  110.21000000,  B,  Major,  67%,  37%,  33%,  89%,  1%,  3%,  10%
32,Way Down We Go - Recorded at Spotify Studios NYC,Kaleo,http://www.spotontrack.com/track/way-down-we-go-recorded-at-spotify-studios-nyc/3703243,https://open.spotify.com/track/3inSmIa388icRdpDi5ecJd,3inSmIa388icRdpDi5ecJd,https://p.scdn.co/mp3-preview/4c26a83c80eda878b7398a020e8fdbcc1b03e609?cid=null,  86.38000000,  G#,  Minor,  60%,  46%,  36%,  63%,  0%,  4%,  15%
33,Morning,William Wild,http://www.spotontrack.com/track/morning/9145915,https://open.spotify.com/track/1X5w6pwu4WNMqWkea9MSAp,1X5w6pwu4WNMqWkea9MSAp,https://p.scdn.co/mp3-preview/ba6b96b28e435885a0f3c147497ab600fe817b7f?cid=null,  141.94800000,  D,  Major,  38%,  39%,  29%,  88%,  0%,  3%,  11%
34,Melatonin (Unplugged),Phoria,http://www.spotontrack.com/track/melatonin-unplugged/11608234,https://open.spotify.com/track/1IkjoLXB9LEf3w32Wk07X3,1IkjoLXB9LEf3w32Wk07X3,https://p.scdn.co/mp3-preview/e5c9d16355c1f0df4bc31b7e099cf3182f786410?cid=null,  128.87100000,  G#,  Minor,  54%,  22%,  28%,  88%,  0%,  3%,  35%
35,The Fire,Kina Grannis,http://www.spotontrack.com/track/the-fire/231759,https://open.spotify.com/track/6j7oqmFB8mlCfmakwfQU1A,6j7oqmFB8mlCfmakwfQU1A,https://p.scdn.co/mp3-preview/04af98568309bc9eb4619f995cbdd2afd61a6a58?cid=null,  112.95900000,  D#,  Major,  57%,  54%,  47%,  32%,  0%,  3%,  20%
36,Bruises,Lewis Capaldi,http://www.spotontrack.com/track/bruises/14871143,https://open.spotify.com/track/3BxzQaXrfoWo1lYLZjJqyD,3BxzQaXrfoWo1lYLZjJqyD,https://p.scdn.co/mp3-preview/164815a2cc14bde8c0c17715fb535436554f49a4?cid=null,  110.92200000,  E,  Major,  57%,  32%,  37%,  96%,  0%,  7%,  16%
37,Million Dollar Secret,Lucius,http://www.spotontrack.com/track/million-dollar-secret/13472701,https://open.spotify.com/track/4p6PR5DSLxoWYiKyFuv1De,4p6PR5DSLxoWYiKyFuv1De,https://p.scdn.co/mp3-preview/336314811503eb10b3ba498191d5b476fef8a995?cid=null,  74.80500000,  A,  Major,  32%,  41%,  26%,  96%,  0%,  4%,  11%
38,Need The Sun To Break,James Bay,http://www.spotontrack.com/track/need-the-sun-to-break/269023,https://open.spotify.com/track/1OwHOfTeJkdRhdqq93y2XV,1OwHOfTeJkdRhdqq93y2XV,,  152.03000000,  D,  Major,  54%,  49%,  30%,  11%,  0%,  3%,  34%
39,Only Love,Ben Howard,http://www.spotontrack.com/track/only-love/158106,https://open.spotify.com/track/0QB71BDzh36guAExsTIgNO,0QB71BDzh36guAExsTIgNO,,  80.49300000,  G#,  Major,  56%,  49%,  34%,  33%,  0%,  12%,  12%
40,A closeness,Dermot Kennedy,http://www.spotontrack.com/track/a-closeness/10535408,https://open.spotify.com/track/5ClDPw47BORurTM0yTwuS7,5ClDPw47BORurTM0yTwuS7,https://p.scdn.co/mp3-preview/e61bbc03af1d8e8a735d9aba77a1ad7efe924616?cid=null,  76.97200000,  F,  Major,  53%,  46%,  49%,  77%,  0%,  4%,  11%
41,Hero,Family of the Year,http://www.spotontrack.com/track/hero/4029,https://open.spotify.com/track/6GRDI9suQHikFP6euIXnpq,6GRDI9suQHikFP6euIXnpq,https://p.scdn.co/mp3-preview/3d1f4e7938a250e489290ca27e1ebc9b511c1cf4?cid=null,  174.56400000,  F,  Major,  34%,  54%,  25%,  21%,  0%,  3%,  11%
42,Dreamer,Isbells,http://www.spotontrack.com/track/dreamer/18006,https://open.spotify.com/track/0PZLSFZUf910nZ9qFtQqAf,0PZLSFZUf910nZ9qFtQqAf,,  154.00100000,  G#,  Major,  63%,  38%,  42%,  74%,  3%,  4%,  9%
43,Nervous,Gavin James,http://www.spotontrack.com/track/nervous/265704,https://open.spotify.com/track/4HLnKxeTmOuyD81L4lX3t7,4HLnKxeTmOuyD81L4lX3t7,,  82.81200000,  G,  Major,  41%,  69%,  16%,  38%,  0%,  5%,  12%
44,Into The Sun - EP Version,Sons Of The East,http://www.spotontrack.com/track/into-the-sun-ep-version/256435,https://open.spotify.com/track/4gFakkHz0RjUrbf9Ufilb7,4gFakkHz0RjUrbf9Ufilb7,https://p.scdn.co/mp3-preview/781bdd8328f7dd62a421704f7382c9eb3f09d60e?cid=null,  109.97000000,  B,  Major,  59%,  35%,  9%,  59%,  0%,  4%,  10%
45,Don't You Cry For Me - Acoustic,Cobi,http://www.spotontrack.com/track/don-t-you-cry-for-me-acoustic/5113602,https://open.spotify.com/track/2okaCGJegLC7oK8z7OXutm,2okaCGJegLC7oK8z7OXutm,https://p.scdn.co/mp3-preview/3b515726ca8302ea41890e73063b0fac55c6d3a6?cid=null,  120.04800000,  A,  Minor,  55%,  28%,  33%,  88%,  0%,  4%,  11%
46,Arizona,Frances Cone,http://www.spotontrack.com/track/arizona/497031,https://open.spotify.com/track/7hGeRC8nVfXI4a9sC8x8N7,7hGeRC8nVfXI4a9sC8x8N7,https://p.scdn.co/mp3-preview/9573a8831e237199aad885c5ded02f1b1c087a83?cid=null,  132.91700000,  G,  Major,  30%,  41%,  19%,  54%,  0%,  3%,  12%
47,Barcelona,George Ezra,http://www.spotontrack.com/track/barcelona/233613,https://open.spotify.com/track/58Qol5xzalwqF912GE9vQv,58Qol5xzalwqF912GE9vQv,https://p.scdn.co/mp3-preview/16dc4df229f1584a961cfb5734eb1d330a1e4697?cid=null,  93.99700000,  F,  Major,  63%,  57%,  19%,  32%,  0%,  3%,  11%
48,The Cave,Mumford & Sons,http://www.spotontrack.com/track/the-cave/497033,https://open.spotify.com/track/3pLTOP0G0etiWUknFoRpsr,3pLTOP0G0etiWUknFoRpsr,,  141.95100000,  E,  Major,  58%,  49%,  35%,  6%,  0%,  4%,  9%
49,Carousel,A Blaze of Feather,http://www.spotontrack.com/track/carousel/20838237,https://open.spotify.com/track/2QPgkd7IteBb7ONLgTQ5nc,2QPgkd7IteBb7ONLgTQ5nc,https://p.scdn.co/mp3-preview/8025bde1df81841632369e1850340961f4431f74?cid=null,  133.48500000,  F,  Minor,  41%,  32%,  16%,  86%,  7%,  4%,  14%
50,Born & Raised,Thomas Dybdahl,http://www.spotontrack.com/track/born-raised/9893849,https://open.spotify.com/track/6hDdB1lTYooDXpEe4xvHt4,6hDdB1lTYooDXpEe4xvHt4,https://p.scdn.co/mp3-preview/518d7f3263790340720c753e52ad38338dcdd550?cid=null,  154.21000000,  A,  Major,  43%,  49%,  21%,  76%,  69%,  4%,  11%
51,Stay With Me - Live From Spotify Berlin,Angus & Julia Stone,http://www.spotontrack.com/track/stay-with-me-live-from-spotify-berlin/429714,https://open.spotify.com/track/6itWAD2WxmAVQgWuk85yXx,6itWAD2WxmAVQgWuk85yXx,,  151.28600000,  C,  Major,  53%,  10%,  14%,  81%,  6%,  5%,  71%
52,Hearts Don't Break Around Here,Ed Sheeran,http://www.spotontrack.com/track/hearts-don-t-break-around-here/10406452,https://open.spotify.com/track/2dfHh7ECGxfNqZTQno09Vk,2dfHh7ECGxfNqZTQno09Vk,https://p.scdn.co/mp3-preview/b24db7d4d944f7585f82a7be8f113d25882c4e4d?cid=null,  105.17700000,  G,  Major,  60%,  37%,  16%,  72%,  0%,  3%,  16%
53,Home/Dirty Paws,Gardiner Sisters,http://www.spotontrack.com/track/home-dirty-paws/117629,https://open.spotify.com/track/24rFwAcC6eqPvyMuPynVGH,24rFwAcC6eqPvyMuPynVGH,https://p.scdn.co/mp3-preview/d3a46340b307dd3043fe437a78881c7a7dc2490b?cid=null,  115.02800000,  D,  Major,  66%,  21%,  23%,  85%,  0%,  3%,  11%
54,little light - acoustic version,Lewis Watson,http://www.spotontrack.com/track/little-light-acoustic-version/7355818,https://open.spotify.com/track/6PRotAx0lUWP0bHBr6jm42,6PRotAx0lUWP0bHBr6jm42,https://p.scdn.co/mp3-preview/574e7321aaf0a57cc5f0f926f8d0c34b4fa10b9e?cid=null,  119.85600000,  G,  Major,  67%,  29%,  52%,  69%,  0%,  3%,  15%
55,In Your Arms,Felix Riebl,http://www.spotontrack.com/track/in-your-arms/916466,https://open.spotify.com/track/2UcrOnNw5WJr6Xu2q8QAPI,2UcrOnNw5WJr6Xu2q8QAPI,https://p.scdn.co/mp3-preview/3974021e1682ccd40909a93ec479298040be8db3?cid=null,  96.04700000,  G,  Major,  48%,  59%,  37%,  66%,  0%,  3%,  18%
56,Wild Sun,The Strumbellas,http://www.spotontrack.com/track/wild-sun/253527,https://open.spotify.com/track/0FzY5M1jGWIc9yHQEDGlzF,0FzY5M1jGWIc9yHQEDGlzF,,  119.86100000,  C,  Major,  66%,  26%,  13%,  59%,  0%,  3%,  11%
57,Dance on the Mountain (Alternate Mix),Amber Maya,http://www.spotontrack.com/track/dance-on-the-mountain-alternate-mix/1733370,https://open.spotify.com/track/00o4GuYe2ZbyEtrjqiik58,00o4GuYe2ZbyEtrjqiik58,https://p.scdn.co/mp3-preview/856c1a131fb012e7d1b7f5901d11b2975e14e75c?cid=null,  91.91100000,  D#,  Minor,  55%,  30%,  24%,  63%,  0%,  3%,  10%
58,Milk & Honey,Billie Marten,http://www.spotontrack.com/track/milk-honey/251213,https://open.spotify.com/track/7Fk4hjs1hN0j4HPbCfj599,7Fk4hjs1hN0j4HPbCfj599,https://p.scdn.co/mp3-preview/fa9e4b1a1f0b9ac18d9c572f7162c8cbad87f9a5?cid=null,  82.44400000,  B,  Minor,  24%,  55%,  48%,  67%,  1%,  4%,  11%
59,Numb,Max Jury,http://www.spotontrack.com/track/numb/238198,https://open.spotify.com/track/5Pa2dSXQYIcYAb5uVlP7Sk,5Pa2dSXQYIcYAb5uVlP7Sk,https://p.scdn.co/mp3-preview/606a5295342eca8943aeea12716b806373523db4?cid=null,  116.98700000,  G,  Major,  67%,  49%,  19%,  11%,  1%,  3%,  27%
60,Celeste,Ezra Vine,http://www.spotontrack.com/track/celeste/30481,https://open.spotify.com/track/23cj0rlc0UtTBaCg60VCkm,23cj0rlc0UtTBaCg60VCkm,https://p.scdn.co/mp3-preview/8fbf74b41549d04834f5b86a48ed6cfb90f19799?cid=null,  138.97600000,  C#,  Major,  60%,  84%,  59%,  3%,  0%,  4%,  14%
61,Poison & Wine,The Civil Wars,http://www.spotontrack.com/track/poison-wine/274469,https://open.spotify.com/track/3wsZYuHJrk3lssa7V7jvye,3wsZYuHJrk3lssa7V7jvye,https://p.scdn.co/mp3-preview/4022885d41d67875ea5d13dfa5519474ab482223?cid=null,  153.84800000,  C#,  Major,  29%,  19%,  23%,  76%,  0%,  3%,  10%
62,Tilikum,Benjamin Francis Leftwich,http://www.spotontrack.com/track/tilikum/595632,https://open.spotify.com/track/6MGjkhfrqfWmZBETFg5VpP,6MGjkhfrqfWmZBETFg5VpP,https://p.scdn.co/mp3-preview/b4a03bc0c0e79b0669fde77fb4ab0004ce0283f6?cid=null,  129.15600000,  F#,  Major,  46%,  35%,  37%,  92%,  1%,  3%,  11%
63,Sailing Away,Avec,http://www.spotontrack.com/track/sailing-away/48620,https://open.spotify.com/track/16IXvk7noDMknHNqmSYvwC,16IXvk7noDMknHNqmSYvwC,,  121.32800000,  G,  Minor,  53%,  26%,  12%,  65%,  0%,  4%,  9%
64,Fight for It,Lucy Spraggan,http://www.spotontrack.com/track/fight-for-it/7406269,https://open.spotify.com/track/2TxcfaWqSgAep9enCCzjig,2TxcfaWqSgAep9enCCzjig,https://p.scdn.co/mp3-preview/0e632ecd4fcd9910546ec69b72b9da972a09082c?cid=null,  166.88000000,  A,  Major,  39%,  67%,  36%,  34%,  0%,  12%,  10%
65,Hold Back The River,James Bay,http://www.spotontrack.com/track/hold-back-the-river/269014,https://open.spotify.com/track/7tmtOEDxPN7CWaQWBsG1DY,7tmtOEDxPN7CWaQWBsG1DY,,  134.97900000,  F,  Major,  72%,  70%,  54%,  5%,  0%,  9%,  10%
66,Dirty Old Town,Craig Cardiff,http://www.spotontrack.com/track/dirty-old-town/117115,https://open.spotify.com/track/567EmmCbOtpEuaVC2zznU6,567EmmCbOtpEuaVC2zznU6,https://p.scdn.co/mp3-preview/57d50c3bd1253176e9550fbb361f9486b23a30c6?cid=null,  159.76400000,  C,  Major,  56%,  42%,  33%,  31%,  0%,  5%,  24%
67,Higher Love,James Vincent McMorrow,http://www.spotontrack.com/track/higher-love/431645,https://open.spotify.com/track/5ita5p8yV0UbQNuCXNZQgM,5ita5p8yV0UbQNuCXNZQgM,,  127.54500000,  F,  Major,  37%,  11%,  17%,  96%,  0%,  5%,  11%
68,Older Chests,Damien Rice,http://www.spotontrack.com/track/older-chests/34964,https://open.spotify.com/track/7FCYixd46BlSiO2memrsPo,7FCYixd46BlSiO2memrsPo,https://p.scdn.co/mp3-preview/742d02f40ca5224c3b576d6ff85162dd134abed2?cid=null,  110.88700000,  C,  Major,  51%,  13%,  16%,  89%,  0%,  3%,  10%
69,Brave,Riley Pearce,http://www.spotontrack.com/track/brave/285441,https://open.spotify.com/track/5gqcOwKXxGTth8CUfN8woT,5gqcOwKXxGTth8CUfN8woT,https://p.scdn.co/mp3-preview/98089b9e795df4eea904583e28312ebc836f4b49?cid=null,  116.05000000,  E,  Minor,  51%,  41%,  23%,  57%,  0%,  3%,  15%
70,The Spark - Bonus Track,Joshua Hyslop,http://www.spotontrack.com/track/the-spark/595645,https://open.spotify.com/track/2FL7TC4SZlGZ5GHcFcnHJV,2FL7TC4SZlGZ5GHcFcnHJV,https://p.scdn.co/mp3-preview/07bb5493a19e625110baa58656b3ac4941acec8f?cid=null,  148.08800000,  D#,  Major,  60%,  43%,  25%,  77%,  1%,  4%,  10%
71,Volcano,Emily Hearn,http://www.spotontrack.com/track/volcano/595652,https://open.spotify.com/track/2ocm1FEjPuBHW60QvjRojZ,2ocm1FEjPuBHW60QvjRojZ,https://p.scdn.co/mp3-preview/2a27da67b76ec10acae05d3b8929ccd0cc9628c3?cid=null,  111.98600000,  F,  Major,  48%,  45%,  16%,  40%,  0%,  3%,  12%
72,Be the Song,Foy Vance,http://www.spotontrack.com/track/be-the-song/221642,https://open.spotify.com/track/5A1u2GMvgMOMECWuYRBNc1,5A1u2GMvgMOMECWuYRBNc1,,  106.15500000,  G,  Major,  50%,  31%,  12%,  81%,  72%,  3%,  11%
73,Bones,Dustin Tebbutt,http://www.spotontrack.com/track/bones/595658,https://open.spotify.com/track/2iddHfAqBKMJkXerLA9F9I,2iddHfAqBKMJkXerLA9F9I,https://p.scdn.co/mp3-preview/770c05d4329101d9ed93b37ed60a0d1ea2bca4fa?cid=null,  77.02800000,  D,  Major,  56%,  65%,  19%,  60%,  32%,  4%,  10%
74,Shiver,Lucy Rose,http://www.spotontrack.com/track/shiver/594273,https://open.spotify.com/track/1ODA4mZMaoBzT1TbPBW8B1,1ODA4mZMaoBzT1TbPBW8B1,https://p.scdn.co/mp3-preview/ed7876f9f770524b5e81692cf05d695306ec570d?cid=null,  122.34100000,  A,  Major,  42%,  18%,  13%,  72%,  0%,  3%,  10%
75,Naked As We Came,Iron & Wine,http://www.spotontrack.com/track/naked-as-we-came/83557,https://open.spotify.com/track/2gUSIsapdX6jEJ0DvjqTt2,2gUSIsapdX6jEJ0DvjqTt2,https://p.scdn.co/mp3-preview/6498f084c1fd671c8fb2fc294c970eb2e4c63ea4?cid=null,  172.35800000,  E,  Major,  37%,  21%,  65%,  63%,  6%,  4%,  11%
76,29 - Acoustic,Run River North,http://www.spotontrack.com/track/29-acoustic/7411341,https://open.spotify.com/track/6I2iLtqLCdEKeoXpRv7is2,6I2iLtqLCdEKeoXpRv7is2,https://p.scdn.co/mp3-preview/f9e9ea40d198271dfa5cdc155bf31ed418242d1a?cid=null,  152.15300000,  A#,  Major,  70%,  46%,  25%,  30%,  0%,  8%,  9%
77,No One's Gonna Love You - Live from Spotify Sweden,Band of Horses,http://www.spotontrack.com/track/no-one-s-gonna-love-you-live-from-spotify-sweden/93301,https://open.spotify.com/track/5MYfpFJYm8WNFGssR6H2Oz,5MYfpFJYm8WNFGssR6H2Oz,https://p.scdn.co/mp3-preview/d800f4f7aabcb10bc214cd73f1f1675e4acc3bff?cid=null,  135.65700000,  C#,  Major,  55%,  19%,  19%,  93%,  0%,  4%,  71%
