Pos.,Song,Artist,LINK SPOTON,LINK SPOTIFY,ID,30s-Preview,BPM,KEY,MODE,DANCEABILITY,ENERGY,VALENCE,ACOUSTICNESS,INSTRUMENTALNESS,SPEECHINESS,LIVENESS
78,Woandering,I Am Oak,http://www.spotontrack.com/track/woandering/278071,https://open.spotify.com/track/1bjqyTv5A06p8yGIG8KoeJ,1bjqyTv5A06p8yGIG8KoeJ,https://p.scdn.co/mp3-preview/7307879150f7ef74ad0f61b1f8e121be3cca0e8b?cid=null,  88.04500000,  E,  Major,  70%,  27%,  21%,  93%,  27%,  3%,  35%
79,Let It Breathe,Water Liars,http://www.spotontrack.com/track/let-it-breathe/17060867,https://open.spotify.com/track/52uKQxYJKHpYz0DEwKLltI,52uKQxYJKHpYz0DEwKLltI,https://p.scdn.co/mp3-preview/8565a4ddf2412a5444140dd343b0622f73b01111?cid=null,  113.96900000,  B,  Major,  50%,  15%,  30%,  89%,  0%,  3%,  11%
80,A Little Fire,Parker Millsap,http://www.spotontrack.com/track/a-little-fire/493921,https://open.spotify.com/track/4Eq0F51L7foy3hFvz0zQNp,4Eq0F51L7foy3hFvz0zQNp,https://p.scdn.co/mp3-preview/fff7b449e271a313f6e345ea61a391992bd1ceda?cid=null,  120.20500000,  C#,  Major,  44%,  11%,  27%,  82%,  0%,  4%,  10%
81,...Familiar Place,Lucy Dacus,http://www.spotontrack.com/track/familiar-place/1615090,https://open.spotify.com/track/0lp0bQqzyLmNNHHFYRaaJf,0lp0bQqzyLmNNHHFYRaaJf,https://p.scdn.co/mp3-preview/fc936acfac94c4d705ebff9f84e807d57ae1e106?cid=null,  46.59100000,  G,  Major,  21%,  15%,  3%,  1%,  6%,  4%,  11%
82,Million Dollars,Horse Thief,http://www.spotontrack.com/track/million-dollars/7462285,https://open.spotify.com/track/2R6k1q4Sjs08aqERAoAZ01,2R6k1q4Sjs08aqERAoAZ01,https://p.scdn.co/mp3-preview/dad371cdd9b0d1585759e6c6ee94e9574c47d22d?cid=null,  77.59900000,  F,  Major,  50%,  28%,  38%,  91%,  0%,  3%,  12%
83,Lovers,Albin Lee Meldau,http://www.spotontrack.com/track/lovers/6526701,https://open.spotify.com/track/51sxhi4Hz3lb9Kk0DWfmmK,51sxhi4Hz3lb9Kk0DWfmmK,,  119.12600000,  A,  Minor,  58%,  16%,  28%,  78%,  0%,  6%,  11%
84,Distant Sures,The Cave Singers,http://www.spotontrack.com/track/distant-sures/594027,https://open.spotify.com/track/6uBexmz61ckt5XQRqTgF3M,6uBexmz61ckt5XQRqTgF3M,https://p.scdn.co/mp3-preview/26615f09e8af5178ccde93450b5f70a84f120cb2?cid=null,  88.37700000,  A#,  Major,  60%,  36%,  67%,  88%,  17%,  3%,  17%
85,Bones,Dotan,http://www.spotontrack.com/track/bones/23299431,https://open.spotify.com/track/5747zecrTGftNYXdGCRpKe,5747zecrTGftNYXdGCRpKe,https://p.scdn.co/mp3-preview/0e0ac2d86bcc603df05a7e29e8f5d688c810615f?cid=null,  79.99800000,  D#,  Major,  71%,  24%,  24%,  89%,  4%,  3%,  11%
86,Fireside,Brett Bixby,http://www.spotontrack.com/track/fireside/53573,https://open.spotify.com/track/0eGfCq3XivTX6UwU6MUOFV,0eGfCq3XivTX6UwU6MUOFV,https://p.scdn.co/mp3-preview/24bfdba61cfeb6417839e91c0dbdc00d5d70d47a?cid=null,  106.00400000,  B,  Major,  67%,  23%,  46%,  89%,  0%,  3%,  12%
87,The Pugilist,Keaton Henson,http://www.spotontrack.com/track/the-pugilist/1828809,https://open.spotify.com/track/2eIpTvC1FKwilu9JfP3InG,2eIpTvC1FKwilu9JfP3InG,https://p.scdn.co/mp3-preview/0b2c1b06aa9e78c6c3de687b96599bfd4a6172c2?cid=null,  97.21000000,  B,  Major,  28%,  27%,  10%,  48%,  0%,  3%,  11%
88,Crater Lake,Lady Lamb,http://www.spotontrack.com/track/crater-lake/6492769,https://open.spotify.com/track/1lat1ihaU57L6V7s15SQXz,1lat1ihaU57L6V7s15SQXz,https://p.scdn.co/mp3-preview/c6a491680fca3bd10ebf7f16204f8fa054308f6a?cid=null,  81.92200000,  A#,  Major,  48%,  26%,  14%,  96%,  0%,  7%,  16%
89,Answers,Brooke Annibale,http://www.spotontrack.com/track/answers/666473,https://open.spotify.com/track/1uvbbPXwyRueQ6xbiOLHGh,1uvbbPXwyRueQ6xbiOLHGh,https://p.scdn.co/mp3-preview/8b1a22c7413f6947364f66afa80f50ec1b728444?cid=null,  94.28600000,  B,  Minor,  50%,  16%,  27%,  77%,  0%,  3%,  11%
90,You Can Have Mine (feat. The Secret Sisters),Dan Layus,http://www.spotontrack.com/track/you-can-have-mine-feat-the-secret-sisters/3506945,https://open.spotify.com/track/2mU927RgEDjSN6f5u6IF1q,2mU927RgEDjSN6f5u6IF1q,https://p.scdn.co/mp3-preview/8f13b1a8315a92fe25591bfac991bd5e1fc6cae7?cid=null,  159.50100000,  D#,  Major,  40%,  41%,  65%,  82%,  0%,  3%,  13%
91,Yellow Room,Liz Rose,http://www.spotontrack.com/track/yellow-room/22882743,https://open.spotify.com/track/7jD4TV5mua3KeLqOIqFXm0,7jD4TV5mua3KeLqOIqFXm0,https://p.scdn.co/mp3-preview/781d7e9977d60291208845a8b85449f7ad27f933?cid=null,  123.03300000,  G,  Major,  69%,  30%,  25%,  56%,  0%,  3%,  9%
92,Dandelion Wishes,John Adams,http://www.spotontrack.com/track/dandelion-wishes/7355819,https://open.spotify.com/track/2JiPDRAGPI8eXP7zW7dgR1,2JiPDRAGPI8eXP7zW7dgR1,https://p.scdn.co/mp3-preview/beda23b9f61dc7a39f015ca817867b5694ff3f18?cid=null,  132.13500000,  E,  Major,  54%,  53%,  21%,  72%,  0%,  4%,  9%
93,Up to Me,Sera Cahoone,http://www.spotontrack.com/track/up-to-me/7502021,https://open.spotify.com/track/7w0g7QoPeNUOySpVffqh9q,7w0g7QoPeNUOySpVffqh9q,https://p.scdn.co/mp3-preview/83c4639c72340ee25174f9b38a8b610995897c7b?cid=null,  91.49000000,  E,  Major,  64%,  38%,  58%,  91%,  0%,  3%,  10%
94,Headed South,Justin Peter Kinkel-Schuster,http://www.spotontrack.com/track/headed-south/2862044,https://open.spotify.com/track/4vIvEFjcQYGBe5r8ReHgcW,4vIvEFjcQYGBe5r8ReHgcW,https://p.scdn.co/mp3-preview/c8c06962f44e0e5293a516239332eece78eaa51d?cid=null,  109.57900000,  C,  Major,  56%,  43%,  52%,  56%,  0%,  3%,  13%
95,Banner (Acoustic),LIGHTS,http://www.spotontrack.com/track/banner-acoustic/127388,https://open.spotify.com/track/3wJiGYjSw7TWeE30Zp4bdQ,3wJiGYjSw7TWeE30Zp4bdQ,,  144.89100000,  D,  Major,  56%,  33%,  24%,  83%,  0%,  3%,  16%
96,Birds of a Feather,The Harmaleighs,http://www.spotontrack.com/track/birds-of-a-feather/22035989,https://open.spotify.com/track/4IFz4MF0h3VUH4RW6Nu76l,4IFz4MF0h3VUH4RW6Nu76l,https://p.scdn.co/mp3-preview/56b2cd4a3a0942fbb7cffce96069552b4ce2ba17?cid=null,  101.90400000,  F,  Minor,  37%,  28%,  22%,  77%,  0%,  3%,  11%
97,Whisper,Perrin Lamb,http://www.spotontrack.com/track/whisper/291004,https://open.spotify.com/track/4Iva3ARdESOfQmRqwFQ0hg,4Iva3ARdESOfQmRqwFQ0hg,https://p.scdn.co/mp3-preview/ba6e344686fcb09fbbd7be81e760c65fba6fa9f4?cid=null,  157.86900000,  G,  Major,  49%,  31%,  12%,  89%,  0%,  3%,  16%
