Pos.,Song,Artist,LINK SPOTON,LINK SPOTIFY,ID,30s-Preview,BPM,KEY,MODE,DANCEABILITY,ENERGY,VALENCE,ACOUSTICNESS,INSTRUMENTALNESS,SPEECHINESS,LIVENESS
68,Foreplay / Long Time,Boston,http://www.spotontrack.com/track/foreplay-long-time/191894,https://open.spotify.com/track/5UYPZZDQfpCE7A0FDDqv4k,5UYPZZDQfpCE7A0FDDqv4k,,  118.69300000,  F,  Major,  44%,  66%,  20%,  1%,  1%,  5%,  9%
69,The Chain,Fleetwood Mac,http://www.spotontrack.com/track/the-chain/9899,https://open.spotify.com/track/2X6gdRlGOQgfaXU9ALUQFQ,2X6gdRlGOQgfaXU9ALUQFQ,,  151.72700000,  A,  Major,  55%,  53%,  55%,  6%,  0%,  4%,  4%
70,Fortunate Son,John Fogerty,http://www.spotontrack.com/track/fortunate-son/502867,https://open.spotify.com/track/5e6x5YRnMJIKvYpZxLqdpH,5e6x5YRnMJIKvYpZxLqdpH,,  132.31000000,  C,  Major,  64%,  75%,  45%,  6%,  29%,  4%,  17%
71,American Woman - Remastered,The Guess Who,http://www.spotontrack.com/track/american-woman-remastered/286926,https://open.spotify.com/track/3LQPTJEqOfljGBxmpgUnoC,3LQPTJEqOfljGBxmpgUnoC,https://p.scdn.co/mp3-preview/c7146f39cfc7a62bd813b2c13c81372f429bc292?cid=null,  92.69700000,  D,  Major,  55%,  73%,  37%,  15%,  1%,  5%,  43%
72,All Right Now,Free,http://www.spotontrack.com/track/all-right-now/603805,https://open.spotify.com/track/7IhkWF9zpiYKlU7CxHxYT9,7IhkWF9zpiYKlU7CxHxYT9,,  119.77400000,  D,  Major,  77%,  45%,  76%,  25%,  0%,  9%,  32%
73,Rocky Mountain Way,Joe Walsh,http://www.spotontrack.com/track/rocky-mountain-way/603831,https://open.spotify.com/track/7GNf8GN66LzBmENFQWxBKb,7GNf8GN66LzBmENFQWxBKb,,  83.18000000,  B,  Minor,  33%,  67%,  70%,  1%,  17%,  4%,  92%
74,Carry on Wayward Son,Kansas,http://www.spotontrack.com/track/carry-on-wayward-son/56995,https://open.spotify.com/track/4DMKwE2E2iYDKY01C335Uw,4DMKwE2E2iYDKY01C335Uw,https://p.scdn.co/mp3-preview/3da6713464e61ceb35f993316c4e8c492d033c1e?cid=null,  126.74800000,  G,  Major,  48%,  79%,  78%,  0%,  0%,  3%,  45%
75,Crazy On You,Heart,http://www.spotontrack.com/track/crazy-on-you/498906,https://open.spotify.com/track/5zH710lFSLtkHbMkslLDjR,5zH710lFSLtkHbMkslLDjR,,  129.87800000,  A,  Minor,  43%,  46%,  38%,  12%,  0%,  3%,  13%
76,D'yer Mak'er,Led Zeppelin,http://www.spotontrack.com/track/d-yer-mak-er/896927,https://open.spotify.com/track/4ItljeeAXtHsnsnnQojaO2,4ItljeeAXtHsnsnnQojaO2,https://p.scdn.co/mp3-preview/863a26744fa4389f1dc61557133df3453be82d7b?cid=null,  163.50300000,  A,  Minor,  53%,  93%,  56%,  26%,  0%,  8%,  8%
77,Life's Been Good,Joe Walsh,http://www.spotontrack.com/track/life-s-been-good/249991,https://open.spotify.com/track/2wvMC5EyaaYQwBfiwwY2xE,2wvMC5EyaaYQwBfiwwY2xE,https://p.scdn.co/mp3-preview/6f0ab6058e390012042fa82f1e827ff2888e3a54?cid=null,  99.31000000,  D,  Major,  51%,  48%,  54%,  25%,  1%,  7%,  11%
78,Another One Bites The Dust,Queen,http://www.spotontrack.com/track/another-one-bites-the-dust/367244,https://open.spotify.com/track/57JVGBtBLCfHw2muk5416J,57JVGBtBLCfHw2muk5416J,,  109.97900000,  F,  Minor,  95%,  53%,  71%,  12%,  18%,  18%,  17%
79,(Don't Fear) The Reaper,Blue Öyster Cult,http://www.spotontrack.com/track/don-t-fear-the-reaper/58229,https://open.spotify.com/track/6NTqBHONQqmud0ONBzsLfZ,6NTqBHONQqmud0ONBzsLfZ,,  141.17500000,  A,  Minor,  37%,  93%,  52%,  0%,  0%,  6%,  30%
80,The Joker,Steve Miller Band,http://www.spotontrack.com/track/the-joker/130043,https://open.spotify.com/track/371VkfwKiXJxgH5ZPoQNHD,371VkfwKiXJxgH5ZPoQNHD,,  83.29300000,  F,  Major,  60%,  45%,  79%,  37%,  0%,  4%,  21%
